movieID,title,genres,imdbID,director,cast,runtime,language,rating_imdb,country
1138,Dadetown (1995),Documentary,112777,Russ Hexter,Jim Pryor|Stephen Beals|Fred Worrell|Edith Meeks|Joseph Leone,93,English,6.8,United States
1139,Everything Relative (1996),Drama,116245,Sharon Pollack,Monica Bell|Carol Schneider|Ellen McLaughlin|Gabriella Messina|Olivia Negron,110,English,5.9,United States
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,116212,Michael Ray Rhodes,Moira Kelly|Martin Sheen|Lenny von Dohlen|Melinda Dillon|Paul Lieber,110,English,6.2,United States
1142,Get Over It (1996),Drama,116403,Nick Katsapetses,Christian Canterbury|Dave McCrea|Deborah Cordell|Nick Katsapetses|Carrie Morgan,78,English,7.1,United States
1145,Snowriders (1996),Documentary,117677,Kurt Miller|Peter Speek,Suzanne Sawyer|John Egan|Paul Miller|Warren Miller|Travis Ramos,96,English,7.7,United States
1146,Curtis's Charm (1995),Comedy|Drama,112759,John L'Ecuyer,Maurice Dean Wint|Callum Keith Rennie|Rachael Crawford|Barbara Barnes-Hopkins|Aron Tager,74,English,6.6,Canada
1147,When We Were Kings (1996),Documentary,118147,Leon Gast,Muhammad Ali|George Foreman|Don King|James Brown|B.B. King,88,English,8.0,United States
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,84589,Daniel Vigne,Gérard Depardieu|Nathalie Baye|Maurice Barrier|Bernard-Pierre Donnadieu|Isabelle Sadoyan,122,French,7.4,France
1151,Faust (1994),Animation|Comedy|Thriller,109781,Jan Svankmajer,Petr Cepek|Jan Kraus|Vladimír Kudla|Antonin Zacpal|Jirí Suchý,97,Czech|Latin,7.4,Czech Republic|France|United Kingdom
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,40427,Alfred L. Werker|Anthony Mann,Richard Basehart|Scott Brady|Roy Roberts|Whit Bissell|James Cardwell,79,English|Spanish|Chinese,7.2,United States
1153,Raw Deal (1948),Film-Noir,40723,Anthony Mann,Dennis O'Keefe|Claire Trevor|Marsha Hunt|John Ireland|Raymond Burr,79,English,7.3,United States
1154,T-Men (1947),Film-Noir,39881,Anthony Mann,Dennis O'Keefe|Mary Meade|Alfred Ryder|Wallace Ford|June Lockhart,92,English|Italian,7.0,United States
1155,"Invitation, The (Zaproszenie) (1986)",Drama,92281,Wanda Jakubowska,Antonina Gordon-Górecka|Maria Probosz|Kazimierz Witkiewicz|Leszek Zentara|Wieslawa Mazurkiewicz,92,Polish|German,5.9,Poland
1157,"Symphonie pastorale, La (1946)",Drama,39004,,,,,,
1158,Here Comes Cookie (1935),Comedy,26465,Norman Z. McLeod,George Burns|Gracie Allen|George Barbier|Betty Furness|Andrew Tombes,65,English,6.4,United States
1159,Love in Bloom (1935),Romance,26656,Elliott Nugent,George Burns|Gracie Allen|Joe Morrison|Dixie Lee|J.C. Nugent,75,English,6.4,United States
1160,Six of a Kind (1934),Comedy,25799,Leo McCarey,Charles Ruggles|Mary Boland|W.C. Fields|George Burns|Gracie Allen,62,English,6.8,United States
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,78875,,,,,,
1162,"Ruling Class, The (1972)",Comedy,69198,Peter Medak,Hugh Owens|Harry Andrews|Arthur Lowe|William Mervyn|Coral Browne,154,English|French|Italian|German|Latin,7.5,United Kingdom
1163,Mina Tannenbaum (1994),Drama,110521,Martine Dugowson,Romane Bohringer|Elsa Zylberstein|Florence Thomassin|Jean-Philippe Écoffey|Eric Defosse,128,French,7.1,Netherlands|France|Belgium
1165,"Bloody Child, The (1996)",Drama|Thriller,115715,Nina Menkes,Russ Little|Tinka Menkes|Robert Muller|Jack O'Hara|Sherry Sibley,85,English,4.5,United States
1167,Dear God (1996),Comedy,116059,Garry Marshall,Greg Kinnear|Laurie Metcalf|Maria Pitillo|Tim Conway|Hector Elizondo,112,English,5.5,United States
1168,Bad Moon (1996),Horror,115610,Eric Red,Mariel Hemingway|Michael Paré|Mason Gamble|Ken Pogue|Hrothgar Mathews,80,English,5.8,United States|Canada
1169,American Dream (1990),Documentary,99028,Barbara Kopple|Cathy Caplan|Thomas Haneke,Jesse Jackson|Juan Munoz|Ray Rogers,98,English,7.9,United States|United Kingdom
1170,Best of the Best 3: No Turning Back (1995),Action,112483,Phillip Rhee,Phillip Rhee|Christopher McDonald|Gina Gershon|Mark Rolston|Peter Simmons,90,English,4.8,United States
1171,Bob Roberts (1992),Comedy,103850,Tim Robbins,Tim Robbins|Giancarlo Esposito|Alan Rickman|Ray Wise|Brian Murray,102,English,7.0,United States|United Kingdom
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,97108,Peter Greenaway,Richard Bohringer|Michael Gambon|Helen Mirren|Alan Howard|Tim Roth,124,English|French|Dutch,7.6,Netherlands|United Kingdom|France
1175,Delicatessen (1991),Comedy|Sci-Fi,101700,Marc Caro|Jean-Pierre Jeunet,Pascal Benezech|Dominique Pinon|Marie-Laure Dougnac|Jean-Claude Dreyfus|Karin Viard,99,French,7.6,France
1178,Paths of Glory (1957),Drama|War,50825,Stanley Kubrick,Kirk Douglas|Ralph Meeker|Adolphe Menjou|George Macready|Wayne Morris,88,English|German|Latin,8.4,United States
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,99703,Stephen Frears,Anjelica Huston|John Cusack|Annette Bening|Jan Munroe|Robert Weems,110,English,6.9,United States|Canada
1180,Hear My Song (1991),Comedy,102014,Peter Chelsom,Brian Flanagan|Constance Cowley|Marie Mullen|Phil Kelly|Jean Blanchflower,113,English,7.0,Ireland|United Kingdom
1183,"English Patient, The (1996)",Drama|Romance|War,116209,Anthony Minghella,Ralph Fiennes|Juliette Binoche|Willem Dafoe|Kristin Scott Thomas|Naveen Andrews,162,English|German|Italian|Arabic,7.4,United States|United Kingdom
1184,Mediterraneo (1991),Comedy|War,102426,Gabriele Salvatores,Diego Abatantuono|Claudio Bigagli|Giuseppe Cederna|Claudio Bisio|Gigio Alberti,96,Italian|English|Greek|Turkish,7.5,Italy
1185,My Left Foot (1989),Drama,97937,Jim Sheridan,Daniel Day-Lewis|Brenda Fricker|Alison Whelan|Kirsten Sheridan|Declan Croghan,103,English,7.9,Ireland|United Kingdom
1186,"Sex, Lies, and Videotape (1989)",Drama,98724,Steven Soderbergh,James Spader|Andie MacDowell|Peter Gallagher|Laura San Giacomo|Ron Vawter,100,English,7.2,United States
1187,Passion Fish (1992),Drama,105107,John Sayles,Mary McDonnell|Angela Bassett|Lenore Banks|Will Mahoney|Nelle Stokes,135,English,7.4,United States
1188,Strictly Ballroom (1992),Comedy|Romance,105488,Baz Luhrmann,Paul Mercurio|Tara Morice|Bill Hunter|Pat Thomson|Gia Carides,94,English|Spanish,7.1,Australia|United Kingdom
1189,"Thin Blue Line, The (1988)",Documentary,96257,Errol Morris,Randall Adams|David Ray Harris|Gus Rose|Jackie Johnson|Marshall Touchton,101,English,8.0,United States
1191,Madonna: Truth or Dare (1991),Documentary,102370,Alek Keshishian,Madonna|Donna DeLory|Niki Harris|Luis Camacho|Oliver Crumes Jr.,120,English,6.4,United States
1192,Paris Is Burning (1990),Documentary,100332,Jennie Livingston,Brooke Xtravaganza|André Christian|Dorian Corey|Paris Duprée|Pepper LaBeija,71,English,8.2,United States
1193,One Flew Over the Cuckoo's Nest (1975),Drama,73486,,,,,,
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,80684,Irvin Kershner,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,124,English,8.7,United States
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,93779,Rob Reiner,Cary Elwes|Mandy Patinkin|Chris Sarandon|Christopher Guest|Wallace Shawn,98,English,8.1,United States
1199,Brazil (1985),Sci-Fi,88846,Terry Gilliam,Jonathan Pryce|Robert De Niro|Katherine Helmond|Ian Holm|Bob Hoskins,132,English,7.9,United Kingdom|United States
1200,Aliens (1986),Action|Sci-Fi|Thriller|War,90605,James Cameron,Sigourney Weaver|Carrie Henn|Michael Biehn|Paul Reiser|Lance Henriksen,137,English,8.4,United States|United Kingdom
1203,12 Angry Men (1957),Drama,50083,Sidney Lumet,Martin Balsam|John Fiedler|Lee J. Cobb|E.G. Marshall|Jack Klugman,96,English,8.9,United States
1204,Lawrence of Arabia (1962),Adventure|War,56172,David Lean,Peter O'Toole|Alec Guinness|Anthony Quinn|Jack Hawkins|Omar Sharif,228,English|Arabic|Turkish,8.3,United Kingdom
1206,"Clockwork Orange, A (1971)",Sci-Fi,66921,Stanley Kubrick,Malcolm McDowell|Patrick Magee|Michael Bates|Warren Clarke|John Clive,136,English,8.3,United Kingdom|United States
1207,To Kill a Mockingbird (1962),Drama,56592,Robert Mulligan,Gregory Peck|John Megna|Frank Overton|Rosemary Murphy|Ruth White,129,English,8.3,United States
1208,Apocalypse Now (1979),Drama|War,78788,Francis Ford Coppola|Francis Ford Coppola,Marlon Brando|Martin Sheen|Robert Duvall|Frederic Forrest|Sam Bottoms,147,English|French|Vietnamese,8.4,United States
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,86190,Richard Marquand,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,131,English,8.3,United States
1212,"Third Man, The (1949)",Mystery|Thriller,41959,Carol Reed,Joseph Cotten|Alida Valli|Orson Welles|Trevor Howard|Bernard Lee,104,English|German|Russian,8.1,United Kingdom
1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,78748,Ridley Scott,Tom Skerritt|Sigourney Weaver|Veronica Cartwright|Harry Dean Stanton|John Hurt,117,English,8.4,United Kingdom|United States
1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,106308,Sam Raimi,Bruce Campbell|Embeth Davidtz|Marcus Gilbert|Ian Abercrombie|Richard Grove,81,English,7.5,United States
1217,Ran (1985),Drama|War,89881,Akira Kurosawa,Tatsuya Nakadai|Akira Terao|Jinpachi Nezu|Daisuke Ryû|Mieko Harada,162,Japanese,8.2,Japan|France
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,97202,John Woo,Yun-Fat Chow|Danny Lee|Sally Yeh|Kong Chu|Kenneth Tsang,111,Cantonese|Mandarin|Japanese,7.8,Hong Kong
1219,Psycho (1960),Horror|Thriller,54215,Alfred Hitchcock,Anthony Perkins|Vera Miles|John Gavin|Janet Leigh|Martin Balsam,109,English,8.5,United States
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,80455,John Landis,Tom Erhart|Gerald Walling|John Belushi|Walter Levine|Frank Oz,133,English,7.9,United States
1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,71562,Francis Ford Coppola,Al Pacino|Robert Duvall|Diane Keaton|Robert De Niro|John Cazale,202,English|Italian|Spanish|Latin|Sicilian,9.0,United States
1222,Full Metal Jacket (1987),Action|Drama|War,93058,Stanley Kubrick,Matthew Modine|Adam Baldwin|Vincent D'Onofrio|R. Lee Ermey|Dorian Harewood,116,English|Vietnamese,8.3,United Kingdom|United States
1224,Henry V (1989),Drama|War,97499,Kenneth Branagh,Derek Jacobi|Kenneth Branagh|Simon Shepherd|James Larkin|Brian Blessed,137,English|French,7.5,United Kingdom
1225,Amadeus (1984),Drama,86879,Milos Forman,F. Murray Abraham|Tom Hulce|Elizabeth Berridge|Roy Dotrice|Simon Callow,160,English|Italian|Latin|German,8.3,United States|France|Czechoslovakia|Italy
1226,"Quiet Man, The (1952)",Comedy|Romance,45061,John Ford,John Wayne|Maureen O'Hara|Barry Fitzgerald|Ward Bond|Victor McLaglen,129,English|Irish,7.8,United States
1227,Once Upon a Time in America (1984),Crime|Drama|Thriller,87843,Sergio Leone,Robert De Niro|James Woods|Elizabeth McGovern|Treat Williams|Tuesday Weld,229,English|Italian|French,8.4,United States|Italy
1228,Raging Bull (1980),Drama,81398,Martin Scorsese,Robert De Niro|Cathy Moriarty|Joe Pesci|Frank Vincent|Nicholas Colasanto,129,English,8.2,United States
1230,Annie Hall (1977),Comedy|Romance,75686,Woody Allen,Woody Allen|Diane Keaton|Tony Roberts|Carol Kane|Paul Simon,93,English|German,8.0,United States
1231,"Right Stuff, The (1983)",Drama,86197,Philip Kaufman,Sam Shepard|Scott Glenn|Ed Harris|Dennis Quaid|Fred Ward,193,English|Russian,7.8,United States
1232,Stalker (1979),Mystery|Sci-Fi,79944,Andrei Tarkovsky,Alisa Freyndlikh|Aleksandr Kaydanovskiy|Anatoliy Solonitsyn|Nikolay Grinko|Natalya Abramova,162,Russian,8.2,Soviet Union
1234,"Sting, The (1973)",Comedy|Crime,70735,George Roy Hill,Paul Newman|Robert Redford|Robert Shaw|Charles Durning|Ray Walston,129,English,8.3,United States
1235,Harold and Maude (1971),Comedy,67185,Hal Ashby,Ruth Gordon|Bud Cort|Vivian Pickles|Cyril Cusack|Charles Tyner,91,English,7.9,United States
1236,Trust (1990),Comedy|Drama,103130,Hal Hartley,Adrienne Shelly|Martin Donovan|Rebecca Nelson|John MacKay|Edie Falco,107,English,7.4,United Kingdom|United States
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,50976,Ingmar Bergman,Gunnar Björnstrand|Bengt Ekerot|Nils Poppe|Max von Sydow|Bibi Andersson,96,Swedish|Latin,8.2,Sweden
1238,Local Hero (1983),Comedy,85859,Bill Forsyth,Burt Lancaster|Peter Riegert|Fulton Mackay|Denis Lawson|Norman Chancer,111,English|Russian|Japanese,7.3,United Kingdom
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,88247,James Cameron,Arnold Schwarzenegger|Michael Biehn|Linda Hamilton|Paul Winfield|Lance Henriksen,107,English|Spanish,8.0,United Kingdom|United States
1242,Glory (1989),Action|Drama|War,97441,Edward Zwick,Matthew Broderick|Denzel Washington|Cary Elwes|Morgan Freeman|Jihmi Kennedy,122,English,7.8,United States
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,100519,Tom Stoppard,Gary Oldman|Tim Roth|Richard Dreyfuss|Livio Badurina|Tomislav Maretic,117,English,7.5,United Kingdom|United States
1244,Manhattan (1979),Comedy|Drama|Romance,79522,Woody Allen,Woody Allen|Diane Keaton|Michael Murphy|Mariel Hemingway|Meryl Streep,96,English,7.9,United States
1245,Miller's Crossing (1990),Drama,100150,Joel Coen|Ethan Coen,Gabriel Byrne|Marcia Gay Harden|John Turturro|Jon Polito|J.E. Freeman,115,English|Italian|Irish|Yiddish,7.8,United States
1246,Dead Poets Society (1989),Drama,97165,Peter Weir,Robin Williams|Robert Sean Leonard|Ethan Hawke|Josh Charles|Gale Hansen,128,English|Latin,8.1,United States
1247,"Graduate, The (1967)",Drama|Romance,61722,Mike Nichols,Anne Bancroft|Dustin Hoffman|Katharine Ross|William Daniels|Murray Hamilton,106,English,8.0,United States
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,52311,Orson Welles,Charlton Heston|Janet Leigh|Orson Welles|Joseph Calleia|Akim Tamiroff,95,English|Spanish,8.0,United States
1250,"Bridge on the River Kwai, The (1957)",Drama|War,50212,David Lean,William Holden|Alec Guinness|Jack Hawkins|Sessue Hayakawa|James Donald,161,English|Japanese|Thai,8.1,United Kingdom|United States
1252,Chinatown (1974),Film-Noir|Mystery|Thriller,71315,Roman Polanski,Jack Nicholson|Faye Dunaway|John Huston|Perry Lopez|John Hillerman,130,English|Cantonese|Spanish,8.2,United States
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,43456,Robert Wise,Michael Rennie|Patricia Neal|Hugh Marlowe|Sam Jaffe|Billy Gray,92,English|French|Hindi|Russian,7.7,United States
1254,"Treasure of the Sierra Madre, The (1948)",Adventure,40897,John Huston,Humphrey Bogart|Walter Huston|Tim Holt|Bruce Bennett|Barton MacLane,126,English|Spanish,8.2,United States|Mexico
1255,Bad Taste (1987),Comedy|Horror,92610,Peter Jackson,Terry Potter|Pete O'Herne|Craig Smith|Mike Minett|Peter Jackson,91,English|Maori,6.6,New Zealand
1256,Duck Soup (1933),Comedy|War,23969,Leo McCarey,The Marx Brothers|Groucho Marx|Harpo Marx|Chico Marx|Zeppo Marx,69,English,7.8,United States
1257,Better Off Dead... (1985),Comedy,88794,Savage Steve Holland,John Cusack|David Ogden Stiers|Kim Darby|Demian Slade|Scooter Stevens,97,English,7.1,United States
1258,"Shining, The (1980)",Horror,81505,Stanley Kubrick,Jack Nicholson|Shelley Duvall|Danny Lloyd|Scatman Crothers|Barry Nelson,146,English,8.4,United Kingdom|United States
1259,Stand by Me (1986),Adventure|Comedy|Drama,92005,Rob Reiner,Wil Wheaton|River Phoenix|Corey Feldman|Jerry O'Connell|Kiefer Sutherland,89,English,8.1,United States
1260,M (1931),Crime|Film-Noir|Thriller,22100,Fritz Lang,Peter Lorre|Ellen Widmann|Inge Landgut|Otto Wernicke|Theodor Loos,117,German,8.3,Germany
1262,"Great Escape, The (1963)",Adventure|War,57115,John Sturges,Steve McQueen|James Garner|Richard Attenborough|James Donald|Charles Bronson,172,English|German|French|Russian|Spanish,8.2,United States
1263,"Deer Hunter, The (1978)",Drama|War,77416,Michael Cimino,Robert De Niro|John Cazale|John Savage|Christopher Walken|Meryl Streep,183,English|Russian|Vietnamese|French,8.1,United States
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,82269,Jean-Jacques Beineix,Wilhelmenia Fernandez|Frédéric Andréi|Richard Bohringer|Thuy An Luu|Jacques Fabbri,117,French|English|Italian,7.2,France
1265,Groundhog Day (1993),Comedy|Romance,107048,Harold Ramis,Bill Murray|Andie MacDowell|Chris Elliott|Stephen Tobolowsky|Brian Doyle-Murray,101,English|French|Italian,8.0,United States
1266,Unforgiven (1992),Western,105695,Clint Eastwood,Clint Eastwood|Gene Hackman|Morgan Freeman|Richard Harris|Jaimz Woolvett,130,English,8.2,United States
1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,56218,,,,,,
1268,Pump Up the Volume (1990),Drama,100436,Allan Moyle,Anthony Lucero|Andy Romano|Keith Stuart Thayer|Cheryl Pollak|Jeff Chamberlain,102,English,7.2,Canada|United States
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,36613,Frank Capra,Cary Grant|Priscilla Lane|Raymond Massey|Jack Carson|Edward Everett Horton,118,English|German,8.0,United States
1270,Back to the Future (1985),Comedy|Sci-Fi,88763,Robert Zemeckis,Michael J. Fox|Christopher Lloyd|Lea Thompson|Crispin Glover|Thomas F. Wilson,116,English,8.5,United States
1271,Fried Green Tomatoes (1991),Drama,101921,Jon Avnet,Kathy Bates|Mary Stuart Masterson|Mary-Louise Parker|Jessica Tandy|Cicely Tyson,130,English,7.7,United States
1272,Patton (1970),Drama|War,66206,Franklin J. Schaffner,George C. Scott|Karl Malden|Stephen Young|Michael Strong|Carey Loftin,172,English|German|French|Russian|Arabic|Italian,7.9,United States
1273,Down by Law (1986),Comedy|Drama,90967,Jim Jarmusch,Tom Waits|John Lurie|Roberto Benigni|Nicoletta Braschi|Ellen Barkin,107,English|Italian,7.8,United States|West Germany
1274,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,94625,Katsuhiro Ôtomo,Mitsuo Iwata|Nozomu Sasaki|Mami Koyama|Tesshô Genda|Hiroshi Ôtake,124,Japanese,8.1,Japan
1275,Highlander (1986),Action|Adventure,91203,Russell Mulcahy,Christopher Lambert|Roxanne Hart|Clancy Brown|Sean Connery|Beatie Edney,116,English,7.1,United Kingdom
1276,Cool Hand Luke (1967),Comedy|Drama,61512,Stuart Rosenberg,Paul Newman|George Kennedy|J.D. Cannon|Lou Antonio|Robert Drivas,127,English,8.1,United States
1277,Cyrano de Bergerac (1990),Action|Drama|Romance,99334,Jean-Paul Rappeneau,Gérard Depardieu|Anne Brochet|Vincent Perez|Jacques Weber|Roland Bertin,137,French,7.5,France
1278,Young Frankenstein (1974),Comedy|Horror,72431,Mel Brooks,Gene Wilder|Peter Boyle|Marty Feldman|Madeline Kahn|Cloris Leachman,106,English|German,8.0,United States
1279,Night on Earth (1991),Comedy|Drama,102536,Jim Jarmusch,Gena Rowlands|Winona Ryder|Lisanne Falk|Alan Randolph Scott|Anthony Portillo,129,English|French|Finnish|Italian|German,7.8,France|United Kingdom|Germany|United States|Japan
1281,"Great Dictator, The (1940)",Comedy,32553,Charles Chaplin,Charles Chaplin|Jack Oakie|Reginald Gardiner|Henry Daniell|Billy Gilbert,125,English|Esperanto,8.5,United States
1282,Fantasia (1940),Animation|Children's|Musical,32455,James Algar|Samuel Armstrong|Ford Beebe Jr.,Leopold Stokowski|Deems Taylor|Corey Burton (Narrato,125,English,7.8,United States
1283,High Noon (1952),Western,44706,Fred Zinnemann,Gary Cooper|Thomas Mitchell|Lloyd Bridges|Katy Jurado|Grace Kelly,85,English|Spanish,7.9,United States
1284,"Big Sleep, The (1946)",Film-Noir|Mystery,38355,Howard Hawks,Humphrey Bogart|Lauren Bacall|John Ridgely|Martha Vickers|Dorothy Malone,114,English,7.9,United States
1285,Heathers (1989),Comedy,97493,Michael Lehmann,Winona Ryder|Christian Slater|Shannen Doherty|Lisanne Falk|Kim Walker,103,English,7.2,United States
1286,Somewhere in Time (1980),Drama|Romance,81534,Jeannot Szwarc,Christopher Reeve|Jane Seymour|Christopher Plummer|Teresa Wright|Bill Erwin,103,English,7.2,United States
1287,Ben-Hur (1959),Action|Adventure|Drama,52618,William Wyler,Charlton Heston|Jack Hawkins|Haya Harareet|Stephen Boyd|Hugh Griffith,212,English,8.1,United States
1288,This Is Spinal Tap (1984),Comedy|Drama|Musical,88258,Rob Reiner,Rob Reiner|Kimberly Stringer|Chazz Dominguez|Shari Hall|R.J. Parnell,82,English,7.9,United States
1290,Some Kind of Wonderful (1987),Drama|Romance,94006,Howard Deutch,Eric Stoltz|Mary Stuart Masterson|Lea Thompson|Craig Sheffer|John Ashton,95,English,7.1,United States
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,97576,Steven Spielberg,Harrison Ford|Sean Connery|Denholm Elliott|Alison Doody|John Rhys-Davies,127,English|German|Greek|Arabic,8.2,United States
1292,Being There (1979),Comedy,78841,Hal Ashby,Peter Sellers|Shirley MacLaine|Melvyn Douglas|Jack Warden|Richard Dysart,130,English|Russian|Italian,8.0,West Germany|United States
1293,Gandhi (1982),Drama,83987,Richard Attenborough,Ben Kingsley|Rohini Hattangadi|Roshan Seth|Candice Bergen|Edward Fox,191,English,8.0,United Kingdom|India
1295,"Unbearable Lightness of Being, The (1988)",Drama,96332,Philip Kaufman,Daniel Day-Lewis|Juliette Binoche|Lena Olin|Derek de Lint|Erland Josephson,171,English,7.3,United States
1296,"Room with a View, A (1986)",Drama|Romance,91867,James Ivory,Maggie Smith|Helena Bonham Carter|Denholm Elliott|Julian Sands|Simon Callow,117,English|Italian,7.3,United Kingdom
1297,Real Genius (1985),Comedy,89886,Martha Coolidge,Val Kilmer|Gabriel Jarret|Michelle Meyrink|William Atherton|Jon Gries,108,English,7.0,United States
1299,"Killing Fields, The (1984)",Drama|War,87553,Roland Joffé,Sam Waterston|Haing S. Ngor|John Malkovich|Julian Sands|Craig T. Nelson,141,English|French|Khmer|Russian,7.8,United Kingdom
1300,My Life as a Dog (Mitt liv som hund) (1985),Drama,89606,Lasse Hallström,Anton Glanzelius|Tomas von Brömssen|Anki Lidén|Melinda Kinnaman|Kicki Rundgren,101,Swedish,7.6,Sweden
1301,Forbidden Planet (1956),Sci-Fi,49223,Fred M. Wilcox,Walter Pidgeon|Anne Francis|Leslie Nielsen|Warren Stevens|Jack Kelly,98,English,7.6,United States
1302,Field of Dreams (1989),Drama,97351,Phil Alden Robinson,Kevin Costner|Amy Madigan|Gaby Hoffmann|Ray Liotta|Timothy Busfield,107,English,7.5,United States
1303,"Man Who Would Be King, The (1975)",Adventure,73341,John Huston,Sean Connery|Michael Caine|Christopher Plummer|Saeed Jaffrey|Larbi Doghmi,129,English,7.8,United Kingdom|United States
1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,64115,George Roy Hill,Paul Newman|Robert Redford|Katharine Ross|Strother Martin|Henry Jones,110,English|Spanish,8.0,United States
1305,"Paris, Texas (1984)",Drama,87884,Wim Wenders,Harry Dean Stanton|Nastassja Kinski|Dean Stockwell|Aurore Clément|Hunter Carson,145,English|Spanish,8.1,West Germany|France
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi,101458,Wim Wenders,Solveig Dommartin|Pietro Falcone|Enzo Turrin|Chick Ortega|Eddy Mitchell,158,English|French|Italian|Japanese|German,6.7,Germany|France|Australia
1307,When Harry Met Sally... (1989),Comedy|Romance,98635,Rob Reiner,Billy Crystal|Meg Ryan|Carrie Fisher|Bruno Kirby|Steven Ford,95,English,7.6,United States
1308,I Shot a Man in Vegas (1995),Comedy,113369,Keoni Waxman,John Stockwell|Janeane Garofalo|Brian Drillinger|Noelle Lippman|David Cubitt,86,English,4.1,United States
1309,Parallel Sons (1995),Drama|Romance,114089,John G. Young,Gabriel Mann|Laurence Mason|Murphy Guyer|Graham Alex Johnson|Heather Gottlieb,93,English,6.2,United States
1310,Hype! (1996),Documentary,116589,Doug Pray,7 Year Bitch|Valerie M. Agnew|Carrie Akre|Jeff Ament|Dawn Anderson,84,English,7.7,United States
1311,Santa with Muscles (1996),Comedy,117550,John Murlowski,Hulk Hogan|Don Stark|Robin Curtis|Garrett Morris|Aria Noelle Curzon,97,English,2.6,United States
1312,Female Perversions (1996),Drama,116293,Susan Streitfeld,Tilda Swinton|Amy Madigan|Karen Sillas|Frances Fisher|Clancy Brown,120,English,5.4,Germany|United States
1313,Mad Dog Time (1996),Crime,116953,Larry Bishop,Michael J. Pollard|Henry Silva|Gabriel Byrne|Jeff Goldblum|Ellen Barkin,93,English,5.5,United States
1314,Breathing Room (1996),Romance,115754,Jon Sherman,Susan Floyd|Dan Futterman|Joanna Chang|Jianzhung Gu|Steve Naidich,90,English,5.0,United States
1315,Paris Was a Woman (1995),Documentary,114093,Greta Schiller,Juliet Stevenson|Maureen All|Gillian Hanna|Margaret Robertson|Shari Benstock,75,English,7.4,United Kingdom
1316,Anna (1996),Drama,115548,Manie van Rensburg,Marius Weyers|Sandra Prinsloo|Trix Pienaar|André Rossouw|Mees Xteen,,English,,South Africa
1317,I'm Not Rappaport (1996),Comedy,116601,Herb Gardner,Walter Matthau|Ossie Davis|Amy Irving|Craig T. Nelson|Boyd Gaines,135,English,6.6,United States
1318,Blue Juice (1995),Comedy|Drama,112537,Carl Prechezer,Sean Pertwee|Catherine Zeta-Jones|Steven Mackintosh|Ewan McGregor|Peter Gunn,90,English,5.3,United Kingdom
1321,"American Werewolf in London, An (1981)",Horror,82010,John Landis,Joe Belcher|David Naughton|Griffin Dunne|David Schofield|Brian Glover,97,English,7.5,United Kingdom|United States
1322,Amityville 1992: It's About Time (1992),Horror,103678,Tony Randel,Stephen Macht|Shawn Weatherly|Megan Ward|Damon Martin|Jonathan Penner,95,English,4.4,United States
1323,Amityville 3-D (1983),Horror,85159,Richard Fleischer,Tony Roberts|Tess Harper|Robert Joy|Candy Clark|John Beal,105,English,4.1,United States|Mexico
1324,Amityville: Dollhouse (1996),Horror,115535,Steve White,Robin Thomas|Starr Andreeff|Allen Cutler|Rachel Duncan|Jarrett Lennon,93,English,4.1,United States
1325,Amityville: A New Generation (1993),Horror,106262,John Murlowski,Ross Partridge|Julia Nickson|Lala Sloatman|David Naughton|Barbara Howard,91,English,3.7,United States
1326,Amityville II: The Possession (1982),Horror,83550,Damiano Damiani,James Olson|Burt Young|Rutanya Alda|Jack Magner|Andrew Prine,104,English,5.5,Mexico|United States
